,0
512,"Decision Maker’s Guide: What’s Missing from Your Facility Management Software?

https://t.co/b4JacpLlLh

#FacilitiesMgmt #VisitorManagement #EmergingTech #Covid19 #Pandemic https://t.co/JJq2LeXZtS"
513,"He died ""with"" COVID in the manner that COVID kills people while undergoing treatment for COVID but who can really say what he died of."
514,"An incoming member of Congress has died from Covid. He was *41* years old. Younger than Tom Brady, Andy Samberg, or Alicia Silverstone.

Please, everyone, be careful. Wear a mask. The vaccines are here, but they do you no good if you get the virus first."
515,"The new UK #Covid19 variant spreads more quickly than the other mutations we've had here in BC. That's why it's so important to follow public health orders and restrictions, including avoiding non-essential travel. 

Swipe ⬅️ to learn more."
516,"One year ago, all of us live in a normal world.
Kids play with friends outside.
Seniors enjoy gatherings with their family.
We go traveling, without masks, so strangers can see our smiles.
Many many innocent people made plans for 2020, which didn’t became true🙏🏻
#COVID19"
517,Corona really said new year new me
518,just noticed on my iphone if you go settings/privacy/bluetooth there has been a covid19 tracker implanted. I haven't updated my phone in forever. check if you have it
519,RT @bfishbfish: I mean idk maybe some of the cops could have worn masks if they were so worried
520,"Under the authoritarian rule of Trump, a 90-year-old veteran lies dying of #COVID19  in the hospital. 

He needs the treatment Trump got.

But he can't get it.

 https://t.co/q4OLobxxPm via @UnionLeader"
521,RT @ProjectLincoln: He was 41 years old.
522,"43 people have now died of #COVID19 at Tendercare in Scarborough &amp; hundreds more are infected.

Families have planned a protest today so their loved ones don't die of dehydration &amp; starvation.

Yet, not one politician has gone on site or met with families.

Just demoralizing."
523,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
524,"Here’s the math: If the goal is to reach 80% of Americans vaccinated with a 2-dose #covid19 vaccine, it will take 10 years at our current pace. We are at 1 million vaccinations a week. To get to herd immunity by June 2021, we need to be at 3.5 million vaccinations a day. https://t.co/E78e0xg10z"
525,"RETWEET UF YOU NEED 
#StimulusChecks
America is watching 
#mitchbetterhavemymoney
#StimulusChecksOrStrike #GeneralStrike #StimulusChecks
#MoscowMitchHatesAmericans #GOPhatesAmericans #VoteOssoffandWarnock4SenateToFireMitch #EatTheRich #COVID19 #coronavirus #NeverForget #Resist https://t.co/PqlrxzvSYt"
526,"I’m so deeply sorry for the Letlow family’s loss, and I’m holding Rep-Elect @LukeLetlow’s wife and children in my heart and in my prayers."
527,"RT @DollarVigilante: Nurses Dancing on Tik Tok?!

Subscribe to The Dollar Vigilante.--&gt; https://t.co/GUVJif6kYU

#COVID19 #TikTok #Nurses h…"
528,"RT @AnaCabrera: Just. One. Day. Johns Hopkins has reported 247,163 new #COVID19 cases today, so far, and 3,708 reported deaths in the US."
529,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
530,"I'm finishing up a busy day at the hospital. We are short-handed and #COVID19 cases are keeping us hopping.

I want to thank everyone who chose to forgo their vacation down south to help prevent the spread of COVID-19. Your sacrifice is appreciated.

https://t.co/PJDXX6Eulp"
531,"After nearly 8 months #TamilNadu today reported less than 1000 #COVID19 cases! 

#COVID19 cases in #TN today 957

Number of Samples Tested 64,768

Active Cases  8,747

Number of cases in #Chennai 286"
532,"This is a terrible blow to a young family; never mind political parties for a moment.

I wish for all of the solace in the world to be rendered to the late congressman-elect’s wife and children."
533,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
534,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
535,"@DrMadej We need these all over the world

@Covid19 #BillGates #CoronaVaccine #PCRtest #FilmYourHospital #EmptyHospitals @MaryamHenein @fionamflanagan1 @BusyDrT @TheSolariReport @cynthiamckinney @GiuseppeVafanc1 @macroaggressio3 @reallygraceful @RosaKoire @Ognir2 
https://t.co/iISMVSCesU"
536,yet no national lockdown and schools still open?
537,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖 https://t.co/FRRoRgubaO"
538,RT @MollyJongFast: He was 41.
539,"RT @AhmedBilal_JK: Q:- What is more dangerous than Covid19 ?

Ans:-  ""GODI MEDIA"" ."
540,BREAKING: The California Court of Appeals has rejected Sheriff Barnes’ attempt to halt the process of releasing 50% of jail detainees due to #COVID19 risk. It’s the right call: there are over a THOUSAND positive cases inside right now. Plan due NYE. Stay tuned. https://t.co/3pqnVa8RXo
541,RT @MollyJongFast: I am shocked that the administration that fucked everything up also fucked up the vaccine roll out. https://t.co/OrNWopT…
542,RT @JoJoFromJerz: Devastating. 😞
543,RT @jaketapper: Governor of Louisiana mourns the loss of 41-year-old congressman-elect to COVID19
544,"‘I've Never Seen Anything Like This' – Riverside County Hospitals Running Out Of Beds, Staff As Coronavirus Surges #Coronavirus #COVID19 #Pandemic #Quarantine
https://t.co/AEFT3B3ziH"
545,RT @MollyJongFast: I am shocked that the administration that fucked everything up also fucked up the vaccine roll out.
546,I was gonna throw a crazy huge party for my bday but bc of corona i cant even go to dinner...its sad bc I actually compared to the rest of the Netherlands have been in lockdown since this shit started lol. I dont even have a winter jacket thats how much ive been inside 😭
547,I said this earlier this week. Ten years! Do the math!
548,RT @tracybeanz: This will NEVER END. The only way this ends is if the people take back their power. Start being free. https://t.co/YQX4nxB8…
549,RT @ProjectLincoln: He was 41 years old.
550,"RETWEET UF YOU NEED 
#StimulusChecks
America is watching 
#mitchbetterhavemymoney
#StimulusChecksOrStrike #GeneralStrike #StimulusChecks
#MoscowMitchHatesAmericans #GOPhatesAmericans #VoteOssoffandWarnock4SenateToFireMitch #EatTheRich #COVID19 #coronavirus #NeverForget #Resist https://t.co/PqlrxzvSYt"
551,RT @molly_knight: He was 41 years old. Please take this virus seriously. Wear a mask.
552,"Duque on what the DOH will be focusing on in the coming year as regards the pandemic response: Paiigtingin ng DOH ang lahat ng nasimulan. It is really more (in 2021) increasing, ramping up capacities and ensuring a #COVID19 vaccination program."
553,"RT @skyeethalia: Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pa…"
554,"130 years after the massacre at Wounded Knee, we are reminded of our ancestors' struggles for tribal sovereignty. Today, we still see the effects of systemic inequality that have plagued Native communities for hundreds of years in the disproportionate impact of #COVID19."
555,RT @samstein: 41 years old. Was set to be sworn  in in days. Horrifying.
556,RT @MollyJongFast: I am shocked that the administration that fucked everything up also fucked up the vaccine roll out. https://t.co/OrNWopT…
557,RT @samstein: 41 years old. Was set to be sworn  in in days. Horrifying. https://t.co/gyNzTvIyl3
558,@kevinkugler @JessSettlesHoop @CBBonFOX @FS1 I would think you could easily find a hotel room in IC these days. #COVID19
559,"Doctor - Your report is Corona Positive

Patient - Chinese or British???
😂😂"
560,"Dear @BTS_twt Tae, Happy 25th Birthday!
Thank you for opening up about your experience with burnout &amp; depression via ‘Blue &amp; Grey’ &amp; for thanking white angels, #healthworkers, who have been working hard &amp; fighting #COVID19 - with ‘Snow Flower’.

#HappyBirthdayTaehyung https://t.co/M8KxTqWmzF"
561,RT @ProjectLincoln: He was 41 years old.
562,"A cousin died this morning after being taken off life support yesterday.

The cause was Thanksgiving dinner, complicated by #COVID19.

I tell you, we know and have known how to keep this from happening since the beginning. The flaw in the system is us.

We are not rational."
563,"earn money now with one click
https://t.co/VC7Pjry3RR
#Resolution2021_FollowVedicDharma 
#COVID19 https://t.co/C9sjOqkA18"
564,"If you need help, come down and see us!
 #corona #coronavirus #coronavirusjapan #labour #labor #support #コロナ https://t.co/IHI1C9qzsw"
565,RT @ProjectLincoln: He was 41 years old.
566,"""I AM BLESSED.""

Earlier this month, Luke Letlow and his wife spoke with #NexstarNation's @MyArkLaMiss. Letlow spoke about the need to address health/economic issues from #COVID19 -- and what he'd feel the moment he was sworn in.

Letlow died today from COVID complications at 41. https://t.co/zOQX45kN5F"
567,"RT @AnaCabrera: Just. One. Day. Johns Hopkins has reported 247,163 new #COVID19 cases today, so far, and 3,708 reported deaths in the US."
568,"In Italy, at least 109 priests have died of the Corona Virus. Q Post 109 has a prayer of St. Michael the Archangel. 

The prayer declares, ""Be our protection against the wickedness and snares of the devil. May God rebukes him, we humbly pray.

The Vatican is the Last Kingdom. 🔥 https://t.co/7vxsj90kxV"
569,"#NJ #COVID19 Time for some wild ass guesses on when NJ will peak.  Lets start all the way back in 1665 with the Great Plague of London. Lasted roughly 8-12 weeks, from August through October.  It killed 100,000 people in 8 weeks (out of 450,000 total population)  /1 https://t.co/ObH1H42z0V"
570,"This why I am pleading with folks to embrace an immune booster which has a recird of not kissing one person to COVID19 in 2O20.
And if you di not believe. Blues Mystics do not lie.
https://t.co/X8x9aYwWa2"
571,RT @MollyJongFast: I am shocked that the administration that fucked everything up also fucked up the vaccine roll out.
572,The fucking resisters in the replies give me no hope for humanity
573,"@Vinayraj_vadher Yes True, Sant Shri Asharamji Bapu has told us the glory of our eternal culture. Today, due to Corona virus, the entire world is following the same path. 
#Resolution2021_FollowVedicDharma https://t.co/dr10rsBjOk"
574,One. Day. We're in total free fall.
575,"""I AM BLESSED.""

Earlier this month, Luke Letlow and his wife spoke with #NexstarNation's @MyArkLaMiss. Letlow spoke about the need to address health/economic issues from #COVID19 -- and what he'd feel the moment he was sworn in.

Letlow died today from COVID complications at 41. https://t.co/zOQX45kN5F"
576,Hospitals across LA County are overwhelmed with #COVID19 patients. The situation is dire. Celebrate New Year's Eve safely at home with just your household. https://t.co/fnJuz40Jpy
577,@JennyYessaian @PamelaKunzMD @marklewismd Yikes. I would probably start pretend coughing and mutter to myself “damn corona” Just kidding. I hope better sense prevails and be safe Jenny
578,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
579,This should be a hair-on-fire crisis and any governor who lets vaccine doses expire rather than get them out the door should be thrown in prison for negligent homicide.
580,@fordnation @RodPhillips01 @celliottability @JustinTrudeau  and no testing on re-entering Canada???
581,@rajeev68893 Corona Pandemic has directed humanity to follow virtues of sanatan sanskriti which are capable of fighting such crisis. Teachings of Sant Shri Asharamji Bapu are extracts of vedas and upanishad which give us power to live with harmony and peace. #Resolution2021_FollowVedicDharma https://t.co/fINNiBd0wp
582,"Crisis-affected children, esp. #girls - already living in armed conflicts, forced displacement, natural disasters &amp; protracted crises - are doubly-impacted by #covid19.

Please RT to call on world leaders to urgently support w/ $400M to help. @educannotwait @yasminesherif1 @sida https://t.co/l3SufUsF6b"
583,RT @Jim_Jordan: #COVID19 didn’t close hundreds of thousands of small businesses. Government did.
584,"I think it’s time to start to seriously consider for the protection of the 🇦🇺 people and our economy by:

- closing the international borders or processing offshore;
- extending the time of quarantine to 3-4 weeks to be sure;
- just wear masks people!

#covidnsw #auspol #COVID19"
585,RT @jenbshoemaker: He was 41. Take Covid seriously y’all. Please.
586,"Sant Shri Asharamji Bapu has told us the glory of our eternal culture. Today, due to Corona virus, the entire world is following the same path. 
#Resolution2021_FollowVedicDharma"
587,RT @GregHilburn1: BREAKING: Louisiana Congressman-elect Luke Letlow dies with #COVID19 #lagov #la05 #lalege  https://t.co/DaUG9XAPOT via @t…
588,"someone said of NSW this morning that we’ve just got to learn to live with #covid19. 

this is what living with looks like. no thanks!"
589,You can’t read this list without concluding #COVID19 is pretty much out of the box in Sydney. @GladysB should swallow her pride &amp; do a Dan Shutdown. She shouldn’t let arrogance get in the way of the right &amp; obvious decision. https://t.co/itghLzxv97 #nswpol #auspol
590,"If you need a truck, I recommend staying AWAY from @uhaul 
Multiple Uhaul facilities in our area don’t think they need to require masks of their employees. Seriously. So many businesses are struggling and going under while these #COVID19 spreaders ignore safety practices."
591,RT @Timodc: Horrible. RIP
592,RT @ProjectLincoln: He was 41 years old.
